TIME,ACCX,ACCY,ACCZ,PITCH,ROLL,YAW
38.349998,0.000253,0.000300,0.007523,0.000082,0.000274,0.070662,
38.400002,0.000231,0.000297,0.007517,0.000080,0.000254,0.095656,
38.450001,0.000296,0.000300,0.007498,0.000080,0.000213,0.108186,
38.500000,0.000333,0.000242,0.007484,0.000064,0.000371,0.105114,
38.549999,0.000307,0.000240,0.007477,0.000094,0.001018,0.095399,
38.599998,0.000303,0.000233,0.007486,0.000104,0.001022,0.076333,
38.650002,0.000129,0.000180,0.007459,0.000107,0.000944,0.051581,
38.700001,0.000120,0.000059,0.007453,0.000100,0.000912,0.040102,
38.750000,0.000120,0.000067,0.007454,0.000082,0.000788,0.018448,
38.799999,0.000123,0.000065,0.007405,0.000072,0.000734,0.005140,
38.849998,0.000031,0.000028,0.007407,0.000071,0.000729,0.000053,
38.900002,0.000029,0.000014,0.007405,0.000077,0.000699,0.000030,
38.950001,0.000015,0.000014,0.007405,0.000070,0.000706,0.000028,
39.000000,0.000009,0.000013,0.007405,0.000066,0.000662,0.000027,
39.049999,0.000007,0.000004,0.007390,0.000055,0.000079,0.000027,
39.099998,0.000004,0.000003,0.007377,0.000053,0.000091,0.000015,
39.150002,0.000004,0.000003,0.007373,0.000051,0.000032,0.000013,
39.200001,0.000003,0.000003,0.007364,0.000056,0.000032,0.000016,
39.250000,0.000003,0.000002,0.007359,0.000054,0.000038,0.000016,
39.299999,0.000003,0.000002,0.007362,0.000054,0.000043,0.000016,
39.349998,0.000003,0.000002,0.007362,0.000052,0.000043,0.000018,
39.400002,0.000004,0.000003,0.007359,0.000067,0.000029,0.000018,
39.450001,0.000003,0.000003,0.007352,0.000069,0.000029,0.000016,
39.500000,0.000004,0.000003,0.007365,0.000065,0.000026,0.000016,
39.549999,0.000005,0.000003,0.007352,0.000038,0.000021,0.000016,
39.599998,0.000006,0.000003,0.007352,0.000037,0.000014,0.000018,
39.650002,0.000008,0.000005,0.007355,0.000032,0.000015,0.000016,
39.700001,0.000008,0.000006,0.007359,0.000030,0.000013,0.000012,
39.750000,0.000008,0.000006,0.007364,0.000028,0.000011,0.000012,
39.799999,0.000008,0.000005,0.007369,0.000028,0.000009,0.000017,
39.849998,0.000009,0.000005,0.007385,0.000028,0.000009,0.000011,
39.900002,0.000008,0.000004,0.007390,0.000014,0.000012,0.000014,
39.950001,0.000007,0.000004,0.007395,0.000009,0.000013,0.000022,
40.000000,0.000007,0.000004,0.007389,0.000008,0.000012,0.000025,
40.049999,0.000005,0.000003,0.007395,0.000006,0.000015,0.000026,
40.099998,0.000005,0.000003,0.007400,0.000005,0.000018,0.000021,
40.150002,0.000003,0.000001,0.007395,0.000005,0.000019,0.000027,
40.200001,0.000004,0.000002,0.007399,0.000007,0.000023,0.000027,
40.250000,0.000004,0.000002,0.007401,0.000007,0.000017,0.000028,
40.299999,0.000005,0.000002,0.007402,0.000007,0.000020,0.000022,
40.349998,0.000003,0.000002,0.007392,0.000006,0.000020,0.000020,
40.400002,0.000005,0.000002,0.007395,0.000008,0.000017,0.000018,
40.450001,0.000005,0.000003,0.007398,0.000008,0.000018,0.000016,
40.500000,0.000005,0.000003,0.007396,0.000009,0.000020,0.000013,
40.549999,0.000005,0.000002,0.007393,0.000007,0.000023,0.000012,
40.599998,0.000006,0.000005,0.007387,0.000007,0.000018,0.000016,
40.650002,0.000008,0.000005,0.007391,0.000016,0.000019,0.000009,
40.700001,0.000007,0.000004,0.007386,0.000018,0.000016,0.000011,
40.750000,0.000007,0.000004,0.007380,0.000017,0.000016,0.000012,
40.799999,0.000005,0.000004,0.007372,0.000017,0.000015,0.000020,
40.849998,0.000005,0.000004,0.007379,0.000022,0.000019,0.000026,
40.900002,0.000005,0.000005,0.007374,0.000019,0.000018,0.000026,
40.950001,0.000005,0.000004,0.007371,0.000019,0.000015,0.000024,
41.000000,0.000005,0.000004,0.007387,0.000022,0.000015,0.000028,
41.049999,0.000005,0.000004,0.007383,0.000021,0.000016,0.000029,
41.099998,0.000006,0.000002,0.007387,0.000022,0.000017,0.000030,
41.150002,0.000004,0.000002,0.007384,0.000023,0.000017,0.000029,
41.200001,0.000004,0.000002,0.007384,0.000021,0.000017,0.000029,
41.250000,0.000003,0.000003,0.007385,0.000023,0.000022,0.000028,
41.299999,0.000003,0.000003,0.007388,0.000022,0.000024,0.000018,
41.349998,0.000004,0.000003,0.007375,0.000016,0.000028,0.000013,
41.400002,0.000003,0.000002,0.007374,0.000015,0.000029,0.000013,
41.450001,0.000002,0.000004,0.007371,0.000014,0.000032,0.000013,
41.500000,0.000002,0.000004,0.007366,0.000013,0.000038,0.000004,
41.549999,0.000002,0.000003,0.007364,0.000015,0.000041,0.000009,
41.599998,0.000002,0.000004,0.007361,0.000013,0.000055,0.000009,
41.650002,0.000003,0.000004,0.007371,0.000006,0.000054,0.000009,
41.700001,0.000003,0.000005,0.007374,0.000007,0.000049,0.000009,
41.750000,0.000003,0.000005,0.007374,0.000008,0.000051,0.000009,
41.799999,0.000003,0.000005,0.007370,0.000008,0.000046,0.000009,
41.849998,0.000005,0.000004,0.007379,0.000008,0.000045,0.000009,
41.900002,0.000005,0.000004,0.007376,0.000009,0.000048,0.000009,
41.950001,0.000006,0.000002,0.007375,0.000009,0.000038,0.000010,
42.000000,0.000006,0.000002,0.007367,0.000018,0.000037,0.000009,
42.049999,0.000008,0.000003,0.007369,0.000027,0.000030,0.000005,
42.099998,0.000009,0.000002,0.007363,0.000028,0.000024,0.000005,
42.150002,0.000008,0.000002,0.007373,0.000048,0.000018,0.000005,
42.200001,0.000008,0.000002,0.007365,0.000047,0.000024,0.000007,
42.250000,0.000009,0.000002,0.007360,0.000037,0.000034,0.000008,
42.299999,0.000008,0.000002,0.007360,0.000031,0.000030,0.000012,
42.349998,0.000006,0.000002,0.007359,0.000028,0.000041,0.000012,
42.400002,0.000007,0.000002,0.007370,0.000034,0.000061,0.000011,
42.450001,0.000007,0.000008,0.007367,0.000046,0.000206,0.000011,
42.500000,0.000009,0.000008,0.007373,0.000194,0.000366,0.000043,
42.549999,0.000009,0.000016,0.007375,0.000368,0.000760,0.000055,
42.599998,0.000173,0.000028,0.007379,0.000585,0.001295,0.000104,
42.650002,0.000221,0.000055,0.007625,0.001707,0.002257,0.000135,
42.700001,0.000576,0.000219,0.007811,0.011828,0.009539,0.000451,
42.750000,0.000545,0.000727,0.007827,0.049401,0.011931,0.000451,
42.799999,0.000518,0.001461,0.007825,0.119665,0.011775,0.002309,
42.849998,0.000458,0.004058,0.007825,0.191558,0.010745,0.003889,
42.900002,0.000939,0.005986,0.007831,0.247367,0.008875,0.005249,
42.950001,0.000889,0.009564,0.007826,0.308672,0.008282,0.007488,
43.000000,0.002261,0.012786,0.008463,0.401109,0.011728,0.010719,
43.049999,0.002496,0.018921,0.010313,0.419510,0.012204,0.010796,
43.099998,0.002740,0.023885,0.012450,0.361851,0.012068,0.020906,
43.150002,0.002464,0.030822,0.017284,0.277544,0.012171,0.040606,
43.200001,0.002493,0.037072,0.020571,0.193051,0.009304,0.055529,
43.250000,0.002274,0.041772,0.026969,0.129954,0.008622,0.065392,
43.299999,0.001994,0.043234,0.033174,0.093208,0.009445,0.065138,
43.349998,0.001835,0.046500,0.038998,0.071772,0.008656,0.060662,
43.400002,0.002225,0.043148,0.043669,0.059892,0.012482,0.052015,
43.450001,0.002416,0.038174,0.045326,0.083498,0.015444,0.041319,
43.500000,0.001463,0.029561,0.040172,0.133470,0.028114,0.028419,
43.549999,0.000958,0.023145,0.036320,0.172411,0.030019,0.032226,
43.599998,0.000463,0.017256,0.034014,0.206685,0.030718,0.034559,
43.650002,0.000461,0.013021,0.025936,0.262627,0.028457,0.029739,
43.700001,0.000460,0.010371,0.019783,0.243327,0.028127,0.021454,
43.750000,0.000471,0.008527,0.014190,0.191971,0.022244,0.014288,
43.799999,0.000490,0.007592,0.011330,0.148741,0.012910,0.010550,
43.849998,0.000470,0.007363,0.008320,0.109642,0.007203,0.006597,
43.900002,0.000399,0.007270,0.007507,0.056762,0.007487,0.006276,
43.950001,0.000989,0.007259,0.011642,0.029615,0.007666,0.006349,
44.000000,0.001004,0.007257,0.011386,0.030587,0.001507,0.007690,
44.049999,0.000829,0.007298,0.010235,0.036174,0.001304,0.008167,
44.099998,0.000929,0.007285,0.011099,0.038544,0.001382,0.008577,
44.150002,0.000873,0.007325,0.006999,0.047016,0.001142,0.008265,
44.200001,0.000824,0.007335,0.006170,0.075931,0.001169,0.008051,
44.250000,0.000730,0.007363,0.003659,0.091707,0.000809,0.007251,
44.299999,0.000738,0.007360,0.003119,0.092874,0.000881,0.005680,
44.349998,0.000688,0.007380,0.001624,0.089526,0.000641,0.005380,
44.400002,0.000772,0.007380,0.000920,0.065796,0.000732,0.004156,
44.450001,0.000406,0.007382,0.000737,0.021978,0.000734,0.003331,
44.500000,0.000403,0.007383,0.000658,0.013396,0.000747,0.002295,
44.549999,0.000400,0.007380,0.000644,0.009893,0.000738,0.001151,
44.599998,0.000239,0.007382,0.000680,0.006006,0.000142,0.001134,
44.650002,0.000149,0.007356,0.000099,0.002898,0.000062,0.000831,
44.700001,0.000127,0.007370,0.000095,0.002157,0.000070,0.000829,
44.750000,0.000103,0.007351,0.000067,0.001247,0.000055,0.000873,
44.799999,0.000127,0.007365,0.000085,0.000526,0.000039,0.000884,
44.849998,0.000116,0.007354,0.000077,0.000545,0.000043,0.001034,
44.900002,0.000079,0.007367,0.000106,0.000400,0.000036,0.000848,
44.950001,0.000079,0.007362,0.000097,0.000367,0.000037,0.000711,
45.000000,0.000080,0.007374,0.000094,0.000409,0.000037,0.000579,
45.049999,0.000079,0.007361,0.000103,0.000613,0.000038,0.000588,
45.099998,0.000084,0.007347,0.000107,0.000671,0.000040,0.000437,
45.150002,0.000067,0.007362,0.000135,0.000630,0.000034,0.000407,
45.200001,0.000065,0.007350,0.000134,0.000971,0.000028,0.000392,
45.250000,0.000066,0.007355,0.000156,0.001101,0.000028,0.000297,
45.299999,0.000056,0.007356,0.000121,0.001026,0.000026,0.000225,
45.349998,0.000052,0.007355,0.000128,0.001540,0.000017,0.000111,
45.400002,0.000029,0.007357,0.000085,0.001533,0.000015,0.000192,
45.450001,0.000033,0.007371,0.000136,0.001572,0.000017,0.000176,
45.500000,0.000036,0.007371,0.000146,0.001617,0.000020,0.000170,
45.549999,0.000045,0.007382,0.000146,0.002115,0.000021,0.000180,
45.599998,0.000039,0.007392,0.000155,0.002517,0.000038,0.000195,
45.650002,0.000045,0.007383,0.000153,0.002513,0.000038,0.000192,
45.700001,0.000048,0.007392,0.000153,0.002300,0.000038,0.000193,
45.750000,0.000055,0.007398,0.000082,0.002062,0.000037,0.000203,
45.799999,0.000042,0.007390,0.000069,0.002265,0.000037,0.000213,
45.849998,0.000048,0.007390,0.000065,0.002788,0.000031,0.000281,
45.900002,0.000057,0.007379,0.000069,0.003073,0.000032,0.000177,
45.950001,0.000055,0.007380,0.000168,0.002938,0.000042,0.000127,
46.000000,0.000061,0.007368,0.000161,0.003030,0.000042,0.000166,
46.049999,0.000054,0.007368,0.000183,0.003318,0.000043,0.000168,
46.099998,0.000087,0.007356,0.000241,0.004436,0.000029,0.000180,
46.150002,0.000091,0.007368,0.000241,0.004532,0.000028,0.000337,
46.200001,0.000088,0.007355,0.000283,0.004737,0.000041,0.000342,
46.250000,0.000077,0.007355,0.000283,0.004574,0.000043,0.000346,
46.299999,0.000085,0.007367,0.000278,0.004536,0.000043,0.000358,
46.349998,0.000087,0.007369,0.000277,0.003718,0.000043,0.000326,
46.400002,0.000087,0.007370,0.000280,0.002506,0.000047,0.000338,
46.450001,0.000093,0.007368,0.000180,0.001545,0.000040,0.000376,
46.500000,0.000096,0.007370,0.000168,0.001565,0.000030,0.000260,
46.549999,0.000089,0.007371,0.000119,0.001551,0.000032,0.000273,
46.599998,0.000072,0.007370,0.000134,0.000830,0.000038,0.000248,
46.650002,0.000071,0.007370,0.000124,0.001070,0.000042,0.000206,
46.700001,0.000069,0.007371,0.000101,0.000815,0.000042,0.000227,
46.750000,0.000080,0.007370,0.000142,0.000920,0.000037,0.000271,
46.799999,0.000061,0.007356,0.000127,0.001116,0.000043,0.000222,
46.849998,0.000063,0.007367,0.000122,0.001160,0.000046,0.000233,
46.900002,0.000069,0.007367,0.000155,0.001409,0.000041,0.000214,
46.950001,0.000066,0.007367,0.000143,0.001434,0.000038,0.000214,
47.000000,0.000062,0.007367,0.000143,0.001322,0.000039,0.000209,
47.049999,0.000062,0.007355,0.000153,0.001221,0.000033,0.000180,
47.099998,0.000050,0.007368,0.000105,0.001262,0.000058,0.000144,
47.150002,0.000048,0.007358,0.000109,0.001115,0.000057,0.000122,
47.200001,0.000047,0.007370,0.000114,0.001405,0.000049,0.000114,
47.250000,0.000038,0.007363,0.000113,0.001565,0.000056,0.000082,
47.299999,0.000044,0.007379,0.000120,0.001356,0.000055,0.000079,
47.349998,0.000077,0.007368,0.000137,0.001744,0.000054,0.000218,
47.400002,0.000066,0.007369,0.000102,0.001349,0.000057,0.000228,
47.450001,0.000065,0.007358,0.000114,0.001389,0.000052,0.000189,
47.500000,0.000071,0.007367,0.000158,0.001377,0.000049,0.000241,
47.549999,0.000071,0.007367,0.000136,0.001439,0.000047,0.000245,
47.599998,0.000073,0.007367,0.000141,0.001428,0.000023,0.000249,
47.650002,0.000069,0.007375,0.000142,0.001820,0.000028,0.000382,
47.700001,0.000134,0.007363,0.000142,0.003075,0.000029,0.000371,
47.750000,0.000134,0.007358,0.000160,0.006814,0.000022,0.000713,
47.799999,0.000135,0.007353,0.000160,0.019379,0.000036,0.001123,
47.849998,0.000106,0.007351,0.000456,0.043011,0.000066,0.001045,
47.900002,0.000121,0.007349,0.001759,0.071920,0.000145,0.001050,
47.950001,0.000142,0.007344,0.003641,0.080639,0.000148,0.001068,
48.000000,0.000147,0.007321,0.004775,0.075829,0.000148,0.001287,
48.049999,0.000154,0.007324,0.006156,0.069242,0.000152,0.001863,
48.099998,0.000198,0.007306,0.008018,0.058784,0.000165,0.002348,
48.150002,0.000198,0.007309,0.008734,0.046880,0.000240,0.002222,
48.200001,0.000146,0.007458,0.010420,0.046831,0.000400,0.002203,
48.250000,0.000144,0.007667,0.011817,0.052540,0.002257,0.002007,
48.299999,0.000141,0.008037,0.011551,0.062274,0.002399,0.001512,
48.349998,0.000161,0.008553,0.014090,0.089945,0.003177,0.001515,
48.400002,0.000155,0.010251,0.019260,0.119078,0.003626,0.001857,
48.450001,0.000221,0.012390,0.024047,0.134310,0.003856,0.002115,
48.500000,0.000223,0.015151,0.028666,0.138371,0.004421,0.002160,
48.549999,0.000212,0.017875,0.031522,0.121141,0.005155,0.002949,
48.599998,0.000225,0.021094,0.035910,0.099788,0.005097,0.003217,
48.650002,0.000226,0.025742,0.035964,0.066160,0.004999,0.003333,
48.700001,0.000233,0.029110,0.035278,0.048079,0.004955,0.003861,
48.750000,0.000231,0.032116,0.033468,0.041721,0.003411,0.006084,
48.799999,0.000328,0.034525,0.028608,0.040662,0.003107,0.007409,
48.849998,0.000331,0.033232,0.024807,0.052513,0.001238,0.007496,
48.900002,0.000336,0.031639,0.020221,0.083351,0.001237,0.007832,
48.950001,0.000357,0.028594,0.015577,0.117064,0.001249,0.007784,
49.000000,0.000313,0.025593,0.012193,0.132764,0.001232,0.007746,
49.049999,0.000380,0.020060,0.009952,0.137556,0.001413,0.006104,
49.099998,0.000372,0.015343,0.008806,0.141620,0.001055,0.005212,
49.150002,0.000372,0.012481,0.008186,0.152800,0.001710,0.005162,
49.200001,0.000392,0.008827,0.007970,0.153275,0.001439,0.006224,
49.250000,0.001107,0.005905,0.008430,0.143773,0.005874,0.016864,
49.299999,0.000878,0.004297,0.008439,0.127799,0.005823,0.014525,
49.349998,0.000928,0.002705,0.008388,0.099871,0.005794,0.014618,
49.400002,0.000797,0.001553,0.008395,0.082457,0.005349,0.014753,
49.450001,0.000834,0.000720,0.008372,0.066705,0.005801,0.014773,
49.500000,0.000712,0.000453,0.008373,0.045284,0.006467,0.014320,
49.549999,0.000719,0.000115,0.008135,0.019483,0.007273,0.013940,
49.599998,0.000623,0.000051,0.008129,0.008316,0.008010,0.010470,
49.650002,0.000299,0.000053,0.008048,0.003597,0.008022,0.008051,
49.700001,0.000197,0.000055,0.008045,0.002612,0.007616,0.008033,
49.750000,0.000025,0.000016,0.007364,0.000382,0.000996,0.000505,
49.799999,0.000013,0.000015,0.007374,0.000309,0.000967,0.000419,
49.849998,0.000016,0.000002,0.007372,0.000247,0.000773,0.000357,
49.900002,0.000004,0.000002,0.007381,0.000030,0.000048,0.000025,
49.950001,0.000004,0.000001,0.007384,0.000025,0.000047,0.000022,
50.000000,0.000004,0.000002,0.007382,0.000027,0.000046,0.000021,
50.049999,0.000004,0.000002,0.007374,0.000030,0.000046,0.000028,
50.099998,0.000004,0.000002,0.007390,0.000021,0.000046,0.000027,
50.150002,0.000004,0.000002,0.007381,0.000022,0.000042,0.000029,
50.200001,0.000004,0.000002,0.007381,0.000021,0.000044,0.000018,
50.250000,0.000004,0.000001,0.007381,0.000025,0.000046,0.000016,
50.299999,0.000004,0.000002,0.007379,0.000012,0.000032,0.000015,
50.349998,0.000003,0.000002,0.007390,0.000011,0.000018,0.000013,
50.400002,0.000002,0.000002,0.007387,0.000008,0.000012,0.000013,
50.450001,0.000003,0.000002,0.007382,0.000017,0.000010,0.000013,
50.500000,0.000003,0.000003,0.007382,0.000019,0.000011,0.000013,
50.549999,0.000002,0.000004,0.007383,0.000020,0.000013,0.000012,
50.599998,0.000002,0.000004,0.007369,0.000021,0.000022,0.000010,
50.650002,0.000002,0.000004,0.007380,0.000018,0.000023,0.000011,
50.700001,0.000004,0.000004,0.007386,0.000018,0.000023,0.000023,
50.750000,0.000004,0.000004,0.007392,0.000012,0.000019,0.000022,
50.799999,0.000004,0.000005,0.007397,0.000012,0.000030,0.000023,
50.849998,0.000003,0.000006,0.007386,0.000015,0.000032,0.000026,
50.900002,0.000004,0.000006,0.007384,0.000010,0.000038,0.000022,
50.950001,0.000003,0.000006,0.007412,0.000008,0.000033,0.000024,
51.000000,0.000004,0.000005,0.007415,0.000011,0.000032,0.000022,
51.049999,0.000004,0.000003,0.007411,0.000016,0.000034,0.000022,
51.099998,0.000004,0.000003,0.007411,0.000030,0.000029,0.000024,
51.150002,0.000004,0.000004,0.007401,0.000031,0.000029,0.000023,
51.200001,0.000004,0.000004,0.007395,0.000031,0.000027,0.000015,
51.250000,0.000004,0.000004,0.007384,0.000029,0.000042,0.000017,
51.299999,0.000004,0.000002,0.007382,0.000029,0.000033,0.000015,
51.349998,0.000004,0.000002,0.007384,0.000026,0.000032,0.000015,
51.400002,0.000004,0.000002,0.007388,0.000025,0.000024,0.000015,
51.450001,0.000004,0.000002,0.007356,0.000024,0.000025,0.000013,
51.500000,0.000003,0.000004,0.007358,0.000024,0.000025,0.000013,
51.549999,0.000004,0.000004,0.007358,0.000018,0.000026,0.000015,
51.599998,0.000004,0.000005,0.007353,0.000004,0.000022,0.000016,
51.650002,0.000005,0.000005,0.007361,0.000003,0.000020,0.000014,
51.700001,0.000003,0.000005,0.007366,0.000004,0.000018,0.000014,
51.750000,0.000003,0.000005,0.007385,0.000013,0.000010,0.000011,
51.799999,0.000003,0.000004,0.007380,0.000013,0.000020,0.000011,
51.849998,0.000003,0.000004,0.007383,0.000015,0.000021,0.000018,
51.900002,0.000003,0.000004,0.007391,0.000014,0.000021,0.000018,
51.950001,0.000002,0.000003,0.007389,0.000014,0.000029,0.000018,
52.000000,0.000002,0.000002,0.007392,0.000014,0.000031,0.000024,
52.049999,0.000002,0.000002,0.007396,0.000014,0.000026,0.000025,
52.099998,0.000002,0.000001,0.007402,0.000014,0.000027,0.000023,
52.150002,0.000002,0.000001,0.007402,0.000013,0.000026,0.000022,
52.200001,0.000003,0.000002,0.007399,0.000011,0.000026,0.000024,
52.250000,0.000003,0.000002,0.007388,0.000009,0.000038,0.000021,
52.299999,0.000002,0.000002,0.007391,0.000008,0.000026,0.000019,
52.349998,0.000002,0.000003,0.007391,0.000008,0.000033,0.000016,
52.400002,0.000003,0.000005,0.007382,0.000008,0.000037,0.000015,
52.450001,0.000003,0.000005,0.007390,0.000009,0.000031,0.000014,
52.500000,0.000004,0.000005,0.007383,0.000009,0.000029,0.000011,
52.549999,0.000004,0.000006,0.007380,0.000012,0.000030,0.000008,
52.599998,0.000005,0.000006,0.007380,0.000012,0.000027,0.000007,
52.650002,0.000025,0.000016,0.007397,0.000031,0.000451,0.001853,
52.700001,0.000026,0.000015,0.007391,0.000151,0.000782,0.003647,
52.750000,0.000046,0.000018,0.007384,0.000151,0.001479,0.003564,
52.799999,0.000102,0.000018,0.007393,0.000281,0.004685,0.003659,
52.849998,0.000173,0.000018,0.007395,0.000288,0.008187,0.003794,
52.900002,0.000286,0.000016,0.007398,0.000308,0.011213,0.003835,
52.950001,0.000535,0.000017,0.007392,0.000308,0.023850,0.003875,
53.000000,0.001340,0.000018,0.007390,0.000326,0.079938,0.003818,
53.049999,0.003065,0.000019,0.007392,0.000458,0.150559,0.003774,
53.099998,0.007461,0.000049,0.007490,0.001973,0.284583,0.003990,
53.150002,0.011978,0.000033,0.007578,0.002853,0.496811,0.009014,
53.200001,0.024477,0.000244,0.009301,0.006662,0.628614,0.019324,
53.250000,0.037894,0.000258,0.011082,0.009421,0.623919,0.024520,
53.299999,0.047769,0.000254,0.013612,0.008233,0.538645,0.023544,
53.349998,0.056790,0.000249,0.017223,0.010651,0.430003,0.021156,
53.400002,0.057229,0.000275,0.021516,0.013669,0.313172,0.018753,
53.450001,0.053665,0.000445,0.023485,0.017419,0.220522,0.015686,
53.500000,0.047099,0.000469,0.025251,0.020440,0.183616,0.023501,
53.549999,0.037834,0.000469,0.027809,0.021216,0.162934,0.030301,
53.599998,0.028692,0.000437,0.026216,0.026845,0.167559,0.039101,
53.650002,0.020086,0.000436,0.030746,0.024726,0.185135,0.037533,
53.700001,0.018151,0.000140,0.038172,0.016792,0.177202,0.027064,
53.750000,0.016824,0.000145,0.046399,0.008808,0.183072,0.016520,
53.799999,0.014540,0.000136,0.055122,0.007049,0.182371,0.009792,
53.849998,0.013216,0.000123,0.061595,0.007385,0.191038,0.008421,
53.900002,0.010848,0.000131,0.065781,0.007974,0.228691,0.006068,
53.950001,0.009453,0.000101,0.059575,0.011320,0.514155,0.002746,
54.000000,0.008609,0.000100,0.047826,0.010436,0.720532,0.002561,
54.049999,0.008170,0.000098,0.036616,0.010370,0.886334,0.002222,
54.099998,0.007486,0.000095,0.017605,0.003539,1.014055,0.000845,
54.150002,0.007510,0.000091,0.009493,0.003428,0.891475,0.000929,
54.200001,0.007500,0.000091,0.003493,0.002376,0.696802,0.000824,
54.250000,0.007457,0.000088,0.001085,0.002191,0.445685,0.000742,
54.299999,0.007423,0.000084,0.000539,0.002089,0.226826,0.000734,
54.349998,0.007435,0.000083,0.000498,0.001934,0.065230,0.000315,
54.400002,0.007433,0.000082,0.000383,0.001953,0.007245,0.000107,
54.450001,0.007442,0.000004,0.000214,0.000013,0.005783,0.000072,
54.500000,0.007447,0.000004,0.000151,0.000030,0.005712,0.000074,
54.549999,0.007453,0.000003,0.000146,0.000030,0.004476,0.000069,
54.599998,0.007456,0.000003,0.000140,0.000030,0.003127,0.000086,
54.650002,0.007440,0.000003,0.000140,0.000031,0.001890,0.000069,
54.700001,0.007434,0.000002,0.000137,0.000033,0.001850,0.000069,
54.750000,0.007435,0.000002,0.000134,0.000033,0.000894,0.000069,
54.799999,0.007439,0.000002,0.000136,0.000029,0.000622,0.000063,
54.849998,0.007438,0.000002,0.000133,0.000028,0.000497,0.000049,
54.900002,0.007444,0.000003,0.000133,0.000029,0.000493,0.000050,
54.950001,0.007444,0.000002,0.000128,0.000031,0.000493,0.000052,
55.000000,0.007442,0.000002,0.000127,0.000012,0.000435,0.000057,
55.049999,0.007434,0.000002,0.000127,0.000013,0.000336,0.000054,
55.099998,0.007429,0.000002,0.000127,0.000013,0.000321,0.000015,
55.150002,0.007430,0.000005,0.000128,0.000015,0.000321,0.000021,
55.200001,0.007434,0.000005,0.000128,0.000016,0.000418,0.000020,
55.250000,0.007434,0.000005,0.000128,0.000019,0.000413,0.000021,
55.299999,0.007428,0.000006,0.000124,0.000022,0.000287,0.000027,
55.349998,0.007424,0.000005,0.000123,0.000023,0.000291,0.000026,
55.400002,0.007421,0.000006,0.000123,0.000024,0.000450,0.000026,
55.450001,0.007420,0.000007,0.000124,0.000021,0.000482,0.000027,
55.500000,0.007418,0.000007,0.000126,0.000131,0.000659,0.000028,
55.549999,0.007420,0.000006,0.000133,0.000192,0.001567,0.000022,
55.599998,0.007423,0.000006,0.000141,0.000185,0.001375,0.000028,
55.650002,0.007425,0.000005,0.000138,0.000191,0.001898,0.000023,
55.700001,0.007425,0.000005,0.000135,0.000194,0.002559,0.000023,
55.750000,0.007431,0.000006,0.000132,0.000198,0.002858,0.000024,
55.799999,0.007421,0.000004,0.000130,0.000198,0.002788,0.000021,
55.849998,0.007431,0.000004,0.000127,0.000206,0.002769,0.000020,
55.900002,0.007431,0.000001,0.000124,0.000199,0.002615,0.000020,
55.950001,0.007434,0.000001,0.000110,0.000210,0.002634,0.000020,
56.000000,0.007442,0.000003,0.000110,0.000123,0.002352,0.000018,
56.049999,0.007453,0.000003,0.000110,0.000040,0.000837,0.000017,
56.099998,0.007455,0.000003,0.000107,0.000024,0.000547,0.000016,
56.150002,0.007463,0.000003,0.000109,0.000024,0.000447,0.000016,
56.200001,0.007459,0.000004,0.000110,0.000024,0.000219,0.000016,
56.250000,0.007456,0.000003,0.000110,0.000020,0.000120,0.000021,
56.299999,0.007464,0.000003,0.000112,0.000013,0.000114,0.000023,
56.349998,0.007458,0.000005,0.000112,0.000014,0.000195,0.000028,
56.400002,0.007461,0.000005,0.000111,0.000016,0.000188,0.000026,
56.450001,0.007459,0.000004,0.000118,0.000017,0.000171,0.000029,
56.500000,0.007464,0.000003,0.000121,0.000016,0.000188,0.000028,
56.549999,0.007451,0.000003,0.000120,0.000017,0.000185,0.000042,
56.599998,0.007449,0.000002,0.000127,0.000013,0.000184,0.000032,
56.650002,0.007437,0.000004,0.000129,0.000013,0.000120,0.000036,
56.700001,0.007438,0.000004,0.000131,0.000010,0.000116,0.000034,
56.750000,0.007445,0.000005,0.000131,0.000012,0.000152,0.000015,
56.799999,0.007443,0.000005,0.000131,0.000013,0.000183,0.000016,
56.849998,0.007450,0.000004,0.000129,0.000015,0.000147,0.000026,
56.900002,0.007452,0.000004,0.000127,0.000017,0.000145,0.000028,
56.950001,0.007457,0.000005,0.000127,0.000017,0.000365,0.000030,
57.000000,0.007452,0.000005,0.000128,0.000024,0.000293,0.000033,
57.049999,0.007451,0.000004,0.000126,0.000023,0.000437,0.000022,
57.099998,0.007452,0.000003,0.000123,0.000024,0.000509,0.000024,
57.150002,0.007475,0.000003,0.000124,0.000024,0.000848,0.000030,
57.200001,0.007482,0.000003,0.000131,0.000028,0.000789,0.000033,
57.250000,0.007490,0.000008,0.000155,0.000036,0.000763,0.000031,
57.299999,0.007490,0.000007,0.000172,0.000042,0.000776,0.000039,
57.349998,0.007487,0.000006,0.000169,0.000030,0.000805,0.000040,
57.400002,0.007486,0.000006,0.000159,0.000031,0.000994,0.000039,
57.450001,0.007482,0.000007,0.000140,0.000031,0.001220,0.000061,
57.500000,0.007480,0.000007,0.000132,0.000043,0.001258,0.000061,
57.549999,0.007486,0.000007,0.000123,0.000059,0.001745,0.000066,
57.599998,0.007484,0.000007,0.000112,0.000056,0.001591,0.000066,
57.650002,0.007467,0.000008,0.000110,0.000056,0.000899,0.000059,
